,dialogueID,date,from,to,text
375071,1446.tsv,2009-04-10T16:57:00.000Z,shlunk,jrib,"'andy' doesn't have read permission on the folder's parent, 'domains'"
375072,1446.tsv,2009-04-10T16:59:00.000Z,jrib,shlunk,what are you running exactly?  « kate /what/path/are/you/putting/here » ?
375073,1446.tsv,2009-04-10T16:59:00.000Z,shlunk,jrib,"running kate, then navigating using the gui to /home/andy/Projects/something.com"
375074,1446.tsv,2009-04-10T17:00:00.000Z,jrib,shlunk,something.com is some text file?
375075,1446.tsv,2009-04-10T17:00:00.000Z,shlunk,jrib,"no, that's the symbolic link to the folder in /home/django/domains/something.com"
375076,1446.tsv,2009-04-10T17:01:00.000Z,jrib,shlunk,"right, so now does « kate ~django/domains/something.com » work?"
375077,1446.tsv,2009-04-10T17:01:00.000Z,shlunk,jrib,no
375078,1446.tsv,2009-04-10T17:02:00.000Z,jrib,shlunk,"but, « touch ~django/domains/something.com » does?"
375079,1446.tsv,2009-04-10T17:02:00.000Z,shlunk,jrib,yeah
375080,1446.tsv,2009-04-10T17:02:00.000Z,shlunk,jrib,touch /home/andy/Projects/something.com/settings.py
375081,1446.tsv,2009-04-10T17:04:00.000Z,jrib,shlunk,"erm, weird.  You can open the file in nano and make some trivial change as well?  (doesn't really make sense to me why kate would be acting differently)"
375082,1446.tsv,2009-04-10T17:05:00.000Z,shlunk,jrib,thanks anyway
375083,1446.tsv,2009-04-10T17:06:00.000Z,jrib,shlunk,only thing I would try is to log out and back in
375084,1446.tsv,2012-05-04T16:32:00.000Z,jrib,shlunk,upgrade to 11.04
375085,1446.tsv,2012-05-04T16:32:00.000Z,jrib,shlunk,why not?
375086,1446.tsv,2012-05-04T16:32:00.000Z,jrib,shlunk,"yes, you need to upgrade to 11.04 first"
375087,1446.tsv,2012-05-04T16:33:00.000Z,jrib,shlunk,fails how?
375088,1446.tsv,2012-05-04T16:35:00.000Z,jrib,shlunk,what does 'seems to crash' mean?
375089,1446.tsv,2012-05-04T16:35:00.000Z,shlunk,jrib,"so far it's hanging - in the past, it has crashed"
375090,1446.tsv,2012-05-04T16:37:00.000Z,jrib,shlunk,did you make sure you were up to date on 11.10 first?  Did you follow the directions on the wiki?
375091,1446.tsv,2012-05-04T16:38:00.000Z,jrib,shlunk,pastebin your /etc/apt/sources.list*
375092,1446.tsv,2012-05-04T16:40:00.000Z,jrib,shlunk,please go read the wiki about upgrading your version
375093,1446.tsv,2012-05-04T16:40:00.000Z,jrib,shlunk,wait -- those are natty repositories but you're on maverick
375094,1446.tsv,2012-05-04T16:46:00.000Z,jrib,shlunk,did you put the repositories that the wiki tells you to?
563259,1446.tsv,2009-10-03T10:49:00.000Z,Balsaq,,does ubuntu just not play youtube vids or is it me?
563260,1446.tsv,2009-10-03T10:50:00.000Z,Balsaq,,ok good what do i need to do washburnello YES
563261,1446.tsv,2009-10-03T10:50:00.000Z,Balsaq,,flash yes!
563262,1446.tsv,2009-10-03T10:50:00.000Z,Balsaq,,but wheni looked it sayd no drivers in there
563263,1446.tsv,2009-10-03T10:52:00.000Z,Balsaq,,the music is on time and good but the video is way behind washburnello
563264,1446.tsv,2009-10-03T10:54:00.000Z,Balsaq,,havent tried others yet  Newbie
563265,1446.tsv,2009-10-03T10:54:00.000Z,Balsaq,,wked = worked
563266,1446.tsv,2009-10-03T10:55:00.000Z,Balsaq,,well i know the only change was ubuntu
563267,1446.tsv,2009-10-03T10:55:00.000Z,firecrotch,Balsaq,You're having slow flash video performance?  Is it only when the video is in fullscreen mode? Because that's normal - fullscreen flash video sucks in Linux
563268,1446.tsv,2009-10-03T10:58:00.000Z,firecrotch,Balsaq,does the slow video happen only when the flash video is fullscreen?
563269,1446.tsv,2009-10-03T10:59:00.000Z,Balsaq,firecrotch,ok but i killed w98
563270,1446.tsv,2009-10-03T11:00:00.000Z,firecrotch,Balsaq,"Fullscreen flash video absolutely sucks in the Linux version of flash, no matter what video card or whatever your system specs are"
563271,1446.tsv,2009-10-03T11:00:00.000Z,Balsaq,firecrotch,ok...wasbuen said his works good
563272,1446.tsv,2009-10-03T11:01:00.000Z,Balsaq,firecrotch,may be mt old processor or 8mb vid card
563273,1446.tsv,2009-10-03T11:02:00.000Z,firecrotch,Balsaq,that may very well be the issue
563274,1446.tsv,2009-10-03T11:02:00.000Z,Balsaq,firecrotch,wonder if vid card can speed up utube
563275,1446.tsv,2009-10-03T11:03:00.000Z,Balsaq,firecrotch,some say vid card doesnt efect utube
563276,1446.tsv,2009-10-03T11:03:00.000Z,Balsaq,firecrotch,if vid card wont help im dead due to old proc 400mgz...but do you know if vid cards can speed up utube
563277,1446.tsv,2009-10-03T11:04:00.000Z,firecrotch,Balsaq,I don't think it will.
563278,1446.tsv,2009-10-03T11:04:00.000Z,Balsaq,firecrotch,i thought so...people at dell told me that and other think vid cards improve online vids
563279,1446.tsv,2009-10-03T11:05:00.000Z,Balsaq,firecrotch,i guess this old dogs is gettin to the end..just wont die now  i may have to kill it
563280,1446.tsv,2009-10-03T11:05:00.000Z,firecrotch,Balsaq,you can always turn it into a network fileserver or something! I have an old old Dell with a Celeron 450MHz or so that I use as a webserver
563281,1446.tsv,2009-10-03T11:06:00.000Z,firecrotch,Balsaq,"that's about all its good for, lol"
563282,1446.tsv,2009-10-03T11:06:00.000Z,firecrotch,Balsaq,I use it for my personal website :)
563283,1446.tsv,2009-10-03T11:08:00.000Z,firecrotch,Balsaq,"Yes, the only thing it does is serve up my blog to the outside world :)"
673812,12077.tsv,2006-12-31T06:07:00.000Z,psweetma_,,"hi, is anyone good on firefox 2 and plugins?  i can't get mplayer working as a plugin"
673813,12077.tsv,2006-12-31T06:08:00.000Z,bruenig,psweetma_,"yeah, what is the problem?"
673814,12077.tsv,2006-12-31T06:09:00.000Z,bruenig,psweetma_,what do you mean you upgraded to it?
673815,12077.tsv,2006-12-31T06:09:00.000Z,psweetma_,bruenig,"i've installed firefox2 in my home dir.  the plugins dir there is empty, but there's stuff in /usr/lib/mozilla/plugins which seems to be getting picked up"
673816,12077.tsv,2006-12-31T06:09:00.000Z,psweetma_,bruenig,"for example, java applets are working, and flash too"
673817,12077.tsv,2006-12-31T06:10:00.000Z,bruenig,psweetma_,so it looks like this ~/firefox?
673818,12077.tsv,2006-12-31T06:10:00.000Z,psweetma_,bruenig,yep
673819,12077.tsv,2006-12-31T06:12:00.000Z,bruenig,psweetma_,"well what I would do is, sudo ln -s /usr/lib/firefox/plugins/* ~/firefox/plugins"
673820,12077.tsv,2006-12-31T06:13:00.000Z,bruenig,psweetma_,should symlink all of the plugins
673821,12077.tsv,2006-12-31T06:13:00.000Z,psweetma_,bruenig,ok i'll try that hang on
673822,12077.tsv,2006-12-31T06:15:00.000Z,psweetma_,bruenig,"yeah that's sorted it, thanks!  i'm confused as to how it was picking some plugins up before (such as java) when my ~/firefox/plugins dir was empty, do you know how that works?"
673823,12077.tsv,2006-12-31T06:15:00.000Z,bruenig,psweetma_,"I don't know,"
673824,12077.tsv,2006-12-31T06:16:00.000Z,psweetma_,bruenig,"oh well, thanks anyway.  i've just tried the mplayer plug on a couple of sites, and it's only playing about 1 sec and then pausing, but at least it's trying to play it now!"
673825,12077.tsv,2006-12-31T06:18:00.000Z,bruenig,psweetma_,"well flash is in /usr/lib/flashplugin-nonfree/ libflashplayer.so and java is in /usr/lib/jvm/java-1.5.0-sun/jre/plugin/i386/ns7/libjavaplugin_oji.so, the rest of the stuff was in /usr/lib/mozilla/plugins"
673826,12077.tsv,2006-12-31T06:18:00.000Z,bruenig,psweetma_,so it must have just not been picking /usr/lib/mozilla/plugins
673827,12077.tsv,2006-12-31T06:19:00.000Z,psweetma_,bruenig,"i think you're right, (i thought i'd already tried symlinking to all the plugins, but obviously i hadn't, that or i made a mistake)"
673828,12077.tsv,2006-12-31T06:22:00.000Z,psweetma_,bruenig,have just configured mplayer plugin to use oss and it's working a treat now.  nice
744464,12317.tsv,2007-03-24T16:41:00.000Z,Mirth,,"I don't see anything about Launchers when I right click it, Xenguy :("
744465,12317.tsv,2007-03-24T16:42:00.000Z,Mirth,,Oh...
744466,12317.tsv,2007-03-24T16:42:00.000Z,Mirth,,"I was trying to right click Photoshop.exe and make a shortcut thing, hehe"
744467,12317.tsv,2007-03-24T16:42:00.000Z,Mirth,,I'll try that Xenguy
744468,12317.tsv,2007-03-24T16:42:00.000Z,Mirth,,Ah...
744469,12317.tsv,2007-03-24T16:44:00.000Z,Mirth,,I might have to do that NaN_
744470,12317.tsv,2007-03-24T16:44:00.000Z,Mirth,,"Cause I'm losing so far, hehe"
744471,12317.tsv,2007-03-24T16:45:00.000Z,Mirth,,"Yeah, when I did the Create a Launcher, it didn't work for Photoshop"
744472,12317.tsv,2007-03-24T09:34:00.000Z,Mirth,,Hey guys
744473,12317.tsv,2007-03-24T09:34:00.000Z,Mirth,,How do I find out what version of Wine I have?
744474,12317.tsv,2007-03-24T09:34:00.000Z,arrenlex,Mirth,wine --version
744475,12317.tsv,2007-03-24T09:39:00.000Z,arrenlex,Mirth,That application seems to have quite a few guides for it on appdb. Have you seen them? ttp://appdb.winehq.org/appview.php?iVersionId=3482
744476,12317.tsv,2007-03-24T09:40:00.000Z,arrenlex,Mirth,What does it say when it crashes?
744477,12317.tsv,2007-03-24T09:45:00.000Z,arrenlex,Mirth,lol.
744478,12317.tsv,2007-03-25T07:28:00.000Z,arrenlex,Mirth,df -H
744479,12317.tsv,2007-03-25T08:47:00.000Z,arrenlex,Mirth,Don't use GAIM for irc.
744480,12317.tsv,2007-03-25T08:47:00.000Z,arrenlex,Mirth,"Oh, aight. Gaim uses the native icons of the IM protocol you're chatting on by default."
909160,1446.tsv,2011-05-19T08:10:00.000Z,sattu94,jasongriffee,"did you try it's alternative command line utlity, 'alsamixer' ?"
909161,1446.tsv,2011-05-19T08:10:00.000Z,sattu94,jasongriffee,type 'alsamixer' in terminal
909162,1446.tsv,2011-05-19T08:12:00.000Z,jasongriffee,sattu94,"i don't care the program, i want the 'fount' setting to stay maxed"
909163,1446.tsv,2011-05-19T08:13:00.000Z,sattu94,jasongriffee,fount? do you mea front out ?
909164,1446.tsv,2011-05-19T08:14:00.000Z,jasongriffee,sattu94,idk it says front
909165,1446.tsv,2011-05-19T08:23:00.000Z,sattu94,jasongriffee,what part don't you get ?
909166,1446.tsv,2011-05-19T08:24:00.000Z,jasongriffee,sattu94,i dont get what i'm suppose to do
909167,1446.tsv,2011-05-19T08:25:00.000Z,sattu94,jasongriffee,okay. open up terminal. then copy+paste in the first command --> touch /media/SANSA\ FUZEP/.is_audio_player
909168,1446.tsv,2011-05-19T08:25:00.000Z,sattu94,jasongriffee,do this with the device plugged in.
909169,1446.tsv,2011-05-19T08:26:00.000Z,jasongriffee,sattu94,no such
909170,1446.tsv,2011-05-19T08:28:00.000Z,sattu94,jasongriffee,"no, that's for him."
909171,1446.tsv,2011-05-19T08:28:00.000Z,sattu94,jasongriffee,"u got that command to work, ? you might have to run it with sudo."
909172,1446.tsv,2011-05-19T08:29:00.000Z,sattu94,jasongriffee, no such what ?
909173,1446.tsv,2011-05-19T08:29:00.000Z,sattu94,jasongriffee,is the thing lugged in ?
909174,1446.tsv,2011-05-19T08:30:00.000Z,sattu94,jasongriffee,plugged*
909175,1446.tsv,2011-05-19T08:33:00.000Z,sattu94,jasongriffee,"okay, past the output of this command over here<past.ubuntu.com> and give me the link. --> sudo fdisk -l"
909176,1446.tsv,2011-05-19T08:35:00.000Z,sattu94,jasongriffee,"it's paste.ubuntu.com, sorry for the mistake"
1050867,91755.tsv,2011-03-04T20:11:00.000Z,Roasted,,"Does anybody have any ideas on how I could set up Ubuntu systems connected to a Windows domain so that when the domain user logs in they get a link (no matter where it is, home dir, documents folder, or folder on desktop) to auto point to their share on the Windows file server?"
1050868,91755.tsv,2011-03-04T20:11:00.000Z,xzcvczx,Roasted,is it authed?
1050869,91755.tsv,2011-03-04T20:12:00.000Z,Roasted,xzcvczx,authed?
1064271,245360.tsv,2006-03-19T07:27:00.000Z,EvilDin,,am guys need to install mail server which have webmail support for all users! which one to use it! and how?
1064272,245360.tsv,2006-03-19T07:28:00.000Z,ramtha,EvilDin,try courier or postfix / cyrus
1064273,245360.tsv,2006-03-19T07:28:00.000Z,ramtha,EvilDin,or some phpgroupware
1067505,328441.tsv,2006-04-06T09:35:00.000Z,captine,,Anyone here able to advise me on a laptop for ubuntu.  Am looking to buy Compaq Presario V5120NR
1067506,328441.tsv,2006-04-06T09:36:00.000Z,captine,,I can't find any reviews etc on it detailing linux installations etc
1067507,328441.tsv,2006-04-06T09:36:00.000Z,ssam,captine,there is some info on the wiki
1204233,12077.tsv,2011-08-24T07:45:00.000Z,Superdave321,illDecree,would wine work for karmist77?
1204234,12077.tsv,2011-08-24T07:45:00.000Z,illDecree,Superdave321,dunno. never tried it. i do very little image manip ...
1204235,12077.tsv,2011-08-24T07:45:00.000Z,illDecree,Superdave321,i'd definitely try it though
1205343,193659.tsv,2008-10-14T07:21:00.000Z,eternal_p,,"hey, what is the beta chat channel again?"
1205344,193659.tsv,2008-10-14T07:21:00.000Z,MattJ,eternal_p,#ubuntu+1
1205345,193659.tsv,2008-10-14T07:21:00.000Z,eternal_p,MattJ,ty
1250619,250170.tsv,2008-06-27T19:36:00.000Z,mndo,,hi there!
1250620,250170.tsv,2008-06-27T19:36:00.000Z,mndo,,anybody using virtualbox?
1250621,250170.tsv,2008-06-27T19:36:00.000Z,zloog,mndo,I am
1281651,167860.tsv,2010-06-28T05:32:00.000Z,pepee,,"lol don't know how, but my numeric keyboard is moving the mouse pointer..."
1281652,167860.tsv,2010-06-28T05:32:00.000Z,pepee,,does anyone knows how to disable it?
1281653,167860.tsv,2010-06-28T05:33:00.000Z,ruffleS,pepee,go to the menu / preferences / assistive technology
1294449,115962.tsv,2008-05-16T08:12:00.000Z,ibleed,,"whats a good application to view attached hardware and whether its working in hardy, might be?"
1294450,115962.tsv,2008-05-16T08:12:00.000Z,Flannel,ibleed,lspci and lsusb
1294451,115962.tsv,2008-05-16T08:13:00.000Z,ibleed,Flannel,i have a usb device thats detected under lsusb how can i find out if its supported by the kernel?
1327179,316021.tsv,2006-10-01T11:08:00.000Z,Rannon,,Maybe ubuntu is the wrong distribution.
1327180,316021.tsv,2006-10-01T11:09:00.000Z,Rannon,,Do any of the other Ubuntu distributions run in pure command line mode?
1327181,316021.tsv,2006-10-01T11:09:00.000Z,ompaul,Rannon,there is a server install
1332573,180729.tsv,2008-07-31T07:57:00.000Z,sparr,,"is there a forum for discussing maintaining old packages?  i wish i had the free time to keep the xmms package alive now that its being dropped, but id like to offer thanks to anyone who picks it up"
1332574,180729.tsv,2008-07-31T07:58:00.000Z,emet,sparr,not that I know of but you can set up a launchpad PPA
1332575,180729.tsv,2008-07-31T08:02:00.000Z,sparr,emet,debian popcon still says thousands of people are using it.  extrapolate from that tens of thousands of total users on debian.  probably that many again on pre-hardy ubuntu
1344735,267436.tsv,2007-08-11T15:52:00.000Z,mcscruff,axisys,dont worry bout learning
1344736,267436.tsv,2007-08-11T15:52:00.000Z,axisys,mcscruff,so redundant :P
1344737,267436.tsv,2007-08-11T15:52:00.000Z,mcscruff,axisys,ooooooo
1415619,70479.tsv,2009-05-25T04:57:00.000Z,ramael,,does anyone know how to know the IP ?? :)
1415620,70479.tsv,2009-05-25T04:58:00.000Z,ramael,,"ifconfig works, but gives me my local IP, I need my external IP :)"
1415621,70479.tsv,2009-05-25T04:58:00.000Z,boss_mc,ramael,whatsmyip.com
1429035,12317.tsv,2011-08-23T10:33:00.000Z,spo0kz,,Anyone know the default value for /proc/sys/net/ipv4/ip_forward
1429036,12317.tsv,2011-08-23T10:34:00.000Z,Shirakawasuna,spo0kz,mine says 0
1429037,12317.tsv,2011-08-23T10:34:00.000Z,spo0kz,Shirakawasuna,spank you
1436904,279901.tsv,2007-03-22T14:29:00.000Z,edward_,,hiya. if i've forgotten the username and password is there any way to get into ubuntu?
1436905,279901.tsv,2007-03-22T14:30:00.000Z,Flannel,edward_,https://help.ubuntu.com/community/LostPassword
1436906,279901.tsv,2009-04-01T22:36:00.000Z,Flannel,edward_,"For general chat questions, we have #ubuntu-offtopic.  This is just for support topics.  Thanks."
1444113,129604.tsv,2011-11-21T08:41:00.000Z,yesh,,Any Guitarists Here?
1444114,129604.tsv,2011-11-21T08:42:00.000Z,ActionParsnip,yesh,I play a little
1444115,129604.tsv,2011-11-21T08:54:00.000Z,ActionParsnip,yesh,"check the appdb, see if your app works in wine"
1467120,114835.tsv,2009-09-19T23:15:00.000Z,ubca,,arrrghhh-> you can ssh with -Y opton
1467121,114835.tsv,2009-09-19T23:16:00.000Z,ubca,,IdleOne-> look whats in your /lib/firmware/`uname -r`
1467122,114835.tsv,2009-09-19T23:16:00.000Z,ldlework,ubca,I just shutdown to see if it works on the actual install
1473453,92538.tsv,2012-06-15T01:06:00.000Z,Guest11783,,I have a folder I made called Games in home and it isn't recognized as even being there
1473454,92538.tsv,2012-06-15T01:06:00.000Z,Guest11783,,I tried to LS it or CD it and it keeps saying that it doesn't exist
1473455,92538.tsv,2012-06-15T01:06:00.000Z,genii-around,Guest11783,You probably need it to make it inside of /home/your-username/  instead of /home
1502775,188062.tsv,2007-01-13T09:04:00.000Z,Milosch,EdgeT,"in recovery mode, would putting an exit; in /etc/init.d/gdm help you?"
1502776,188062.tsv,2007-01-13T09:04:00.000Z,EdgeT,Milosch,"I dunno, haven't tried that I think"
1502777,188062.tsv,2007-01-13T09:05:00.000Z,EdgeT,Milosch,I don't even know how to
1527954,95839.tsv,2009-11-16T06:52:00.000Z,[zaf]-Coral,,"Anybody know of a nice database graphical designing tool, something to create the graphical layout for a database representation :? I do NOT want something that actually implements the database"
1527955,95839.tsv,2009-11-16T06:52:00.000Z,Billiard,[zaf]-Coral,phpmyadmin
1527956,95839.tsv,2009-11-16T06:53:00.000Z,[zaf]-Coral,Billiard,not implementing a database :/
1599267,269304.tsv,2006-01-03T12:16:00.000Z,s1gnAl,,how do I open a terminal window? I can not find it in the menus.....
1599268,269304.tsv,2006-01-03T12:17:00.000Z,gnomefreak,s1gnAl,applications>accessories>terminal
1599269,269304.tsv,2006-01-03T12:18:00.000Z,gnomefreak,s1gnAl,they moved it in breezy :)
1769304,89269.tsv,2008-11-28T13:58:00.000Z,N-a,vladtsepesh1984,install
1769305,89269.tsv,2008-11-28T13:58:00.000Z,N-a,vladtsepesh1984,sudo apt-get install network-manager
1769306,89269.tsv,2008-11-28T14:00:00.000Z,vladtsepesh1984,N-a,could not resolve http:.....
1918986,111940.tsv,2008-05-17T13:24:00.000Z,dpowerd,,does anybody use gdesklets widgets? im trying to set up one for weather but i get an error retrieving any weather
1918987,111940.tsv,2008-05-17T13:24:00.000Z,burner,dpowerd,screenlets are so much cooler than gdesklets.  check em out
1918988,111940.tsv,2008-05-17T13:28:00.000Z,dpowerd,burner,will that work on kubuntu by itself? o.0
1940376,1446.tsv,2012-09-07T11:09:00.000Z,jeep2,crimsonmane,https://help.ubuntu.com/community/Grub2 scroll down to the time delay section
1940377,1446.tsv,2012-09-07T11:17:00.000Z,crimsonmane,jeep2,"the problem was he rebooted, held down shift to enter grub menu in order to select an older kernel, and the system got wonky"
1940378,1446.tsv,2012-09-07T11:55:00.000Z,crimsonmane,jeep2,you're a scholar and a saint.
2024769,308883.tsv,2005-06-23T07:52:00.000Z,Eighth,,"k, then i'm running apache"
2024770,308883.tsv,2005-06-23T07:54:00.000Z,Eighth,,i don't know what configuration i need to do to apache... i'm very new to this sort of thing
2024771,308883.tsv,2005-06-23T07:55:00.000Z,capi,Eighth,"check out the Apache manual... manuals are your friend. :), what are you trying to do, can you see local host?"
