,dialogueID,date,from,to,text
152130,12317.tsv,2004-11-04T12:25:00.000Z,ygnome,neuro_,thanks. np. running ipcop now.
152131,12317.tsv,2004-11-04T12:26:00.000Z,neuro_,ygnome,ugh :)
152132,12317.tsv,2004-11-04T12:26:00.000Z,ygnome,neuro_,:)
152133,12317.tsv,2004-11-04T12:27:00.000Z,ygnome,neuro_,I still have an email exchange with DM that would make your hair curl. :)
152134,12317.tsv,2004-11-04T12:27:00.000Z,neuro_,ygnome,betcha i've had worse
200555,6273.tsv,2007-09-13T13:10:00.000Z,zaidar,,i just installed xchat and i can't see the userlist.  How do I show it?
200556,6273.tsv,2007-09-13T13:11:00.000Z,tonyyarusso,zaidar,it should be on the right-hand side...
200557,6273.tsv,2007-09-13T13:11:00.000Z,zaidar,,nothing on the right side
200558,6273.tsv,2007-09-13T13:11:00.000Z,zaidar,,and nothing at lower left
200559,6273.tsv,2007-09-13T13:11:00.000Z,tonyyarusso,zaidar,screenshot?
200560,6273.tsv,2007-09-13T13:11:00.000Z,zaidar,,ok
200561,6273.tsv,2007-09-13T13:12:00.000Z,zaidar,,ok i took screenshot
200562,6273.tsv,2007-09-13T13:12:00.000Z,zaidar,,who wants it?
200563,6273.tsv,2007-09-13T13:20:00.000Z,zaidar,,here is my screenshot
200564,6273.tsv,2007-09-13T13:21:00.000Z,zaidar,,http://muslimspace.com/zaidar03/gallery/45481
200565,6273.tsv,2007-09-13T13:21:00.000Z,zaidar,,no userlist
200566,6273.tsv,2007-09-13T13:22:00.000Z,zaidar,tonyyarusso,http://muslimspace.com/zaidar03/gallery/45481
200567,6273.tsv,2007-09-13T13:23:00.000Z,tonyyarusso,zaidar,anything under View?
200568,6273.tsv,2007-09-13T13:25:00.000Z,zaidar,tonyyarusso,Menubar is checked; topicbar is checked; Userlist Buttons is unchecked (but when i check it i don't see any buttons); Mode buttons is unchecked; Then there's layout and network meters submenus in there.  That's it)
200569,6273.tsv,2007-09-13T13:26:00.000Z,tonyyarusso,zaidar,try clicking around on the right side of the window and see if there's anything hidden that opens up.
200570,6273.tsv,2007-09-13T13:27:00.000Z,zaidar,tonyyarusso,there is a drag area there -- i have a userlist now.  Thanks for resolving this issue.  Did you see it in the screenshot?
200571,6273.tsv,2007-09-13T13:29:00.000Z,tonyyarusso,zaidar,Yeah - the five tiny dots on the border was the giveaway
200572,6273.tsv,2007-09-13T13:29:00.000Z,zaidar,tonyyarusso,thanks again
200573,6273.tsv,2007-09-13T13:29:00.000Z,tonyyarusso,zaidar,np :)
200574,6273.tsv,2007-09-13T13:29:00.000Z,zaidar,tonyyarusso,now i will always look for the dots before i ask for help ;)
257055,3548.tsv,2009-03-27T10:06:00.000Z,QPrime,,from console lsusb  should give you usb version numbers
257056,3548.tsv,2009-03-27T10:07:00.000Z,TheDeepFriedBoot,QPrime,Just says command not found
257057,3548.tsv,2009-03-27T10:12:00.000Z,QPrime,TheDeepFriedBoot,btw... lsusb is part of the usbutils package if you want info on the package you can type 'apt-cache show usbutils'
257058,3548.tsv,2009-03-27T10:13:00.000Z,TheDeepFriedBoot,QPrime,"Thanks, know any good PCMCIA USB cards though? I want to put samba on the laptop and use it as a NAS for my windows machines"
257059,3548.tsv,2009-03-27T10:14:00.000Z,QPrime,TheDeepFriedBoot,firewire is a good choice if you have peripherals thats use it (choice might be a little more limited tho)
257060,3548.tsv,2009-03-27T10:15:00.000Z,TheDeepFriedBoot,QPrime,"I guess, the drive I wanted to use is USB only but I do have 2 firewire drives that would work."
257061,3548.tsv,2009-03-27T10:17:00.000Z,QPrime,TheDeepFriedBoot,the problem with PCMCIA/PC Card USB options is power... they almost always need an additional power source (sometimes even attached to the card itself)
257062,3548.tsv,2009-03-27T10:18:00.000Z,TheDeepFriedBoot,QPrime,Its a powered ext drive so that should not be an issue
257063,3548.tsv,2009-03-27T10:19:00.000Z,QPrime,TheDeepFriedBoot,"i gotacha on that, but you'd be surprised how often you need to power a PCMCIA card itself, even for attached usb devices that are self powered."
257064,3548.tsv,2009-03-27T10:20:00.000Z,TheDeepFriedBoot,QPrime,"Well that would still not be too much of an issue, this laptop is just coat hangered to the top of my other 2 screens and I use it to power my other USB junk so using a port to power the card is not an issue"
257065,3548.tsv,2009-03-27T10:24:00.000Z,QPrime,TheDeepFriedBoot,I found the birthing pains for Hardy more painful than Intrepid or Jaunty (so far) has been
257066,3548.tsv,2009-03-27T10:28:00.000Z,QPrime,TheDeepFriedBoot,you don't really what Gnome sucking away cache memory do you?  :P
257067,3548.tsv,2009-03-27T10:29:00.000Z,TheDeepFriedBoot,QPrime,"Well, I kind of want to use this laptop for more than a NAS as well. As I said, I have it clipped to the top of my other screens with clips made from coat hangars and I use it like a 3rd screen with synergy"
257068,3548.tsv,2009-03-27T10:30:00.000Z,TheDeepFriedBoot,QPrime,"Aww, but I dont want a terminal, it looks no nice on top of my other monitors, its like a HUD, currently its acting as a Wootoff monitor for me"
257069,3548.tsv,2009-03-27T10:32:00.000Z,TheDeepFriedBoot,QPrime,"OK, ill look into that when I have time to mess around with the laptop. As for FreeNAS, go take a look at it, its really neat"
257070,3548.tsv,2009-03-27T10:35:00.000Z,QPrime,TheDeepFriedBoot,"I'll check it out, thanks."
257071,3548.tsv,2009-03-27T10:39:00.000Z,TheDeepFriedBoot,QPrime,"I googled installing Xfce in FreeNAS and its been done, but it seems to be more work than its worth"
257072,3548.tsv,2009-03-27T10:41:00.000Z,QPrime,TheDeepFriedBoot,"awww, come on!  the thrill of the hunt is not appealing to you?  (even tho in this case it looks like you will have to dress your own kill)"
257073,3548.tsv,2009-03-27T10:42:00.000Z,TheDeepFriedBoot,QPrime,"I really dont have too much time to mess around with it. Too much work in college. Also, I like Ubuntu. Samba seems to work fine so ill stick with that I guess"
257074,3548.tsv,2009-03-27T10:43:00.000Z,QPrime,TheDeepFriedBoot,I hear ya.  good luck. :)
264195,11593.tsv,2005-04-12T11:22:00.000Z,saik0,,"hmm, does anybody know why DVD video would be choppy?"
264196,11593.tsv,2005-04-12T11:22:00.000Z,g14,saik0,linux isn't real time enough for video
264197,11593.tsv,2005-04-12T11:23:00.000Z,g14,saik0,thats why there are patches for the kernel for true audio / video distros like agnula
264198,11593.tsv,2005-04-12T11:23:00.000Z,saik0,g14,nonsense.....I had a mythTV box working perfectly with fedora as a distro...
264199,11593.tsv,2005-04-12T11:23:00.000Z,saik0,g14,at least I hope it's nonsense
264200,11593.tsv,2005-04-12T11:24:00.000Z,g14,saik0,nonsense? I am talking about professional av stuff
264201,11593.tsv,2005-04-12T11:25:00.000Z,g14,saik0,you might want a bit more before you call something nonsence you dont know about
264202,11593.tsv,2005-04-12T11:25:00.000Z,g14,,*read a bit more*
264203,11593.tsv,2005-04-12T11:26:00.000Z,g14,,"I set up a professional recording studio using ardour, rosegarden, and jack on agnula"
264204,11593.tsv,2005-04-12T11:26:00.000Z,saik0,g14,hey all I was trying to say was that I have sucessfully played DVDs without any skipping on other distros. I never meant to offended you and apologize if I did
264205,11593.tsv,2005-04-12T11:28:00.000Z,g14,saik0,thats fine. Linux having timing and sync issues with audio / video is a known issue. Fedora also uses a highly modified kernel
264206,11593.tsv,2005-04-12T11:29:00.000Z,g14,,type /join #cedega in the chat window
264207,11593.tsv,2005-04-12T11:31:00.000Z,g14,,seriously?
264208,11593.tsv,2005-04-12T11:31:00.000Z,g14,,for what
264209,11593.tsv,2005-04-12T11:34:00.000Z,saik0,g14,I figured out the problem DMA was diabled on my DVD drive
264210,11593.tsv,2005-04-12T11:35:00.000Z,g14,saik0,that would definatly do it :)
264211,11593.tsv,2005-04-12T11:36:00.000Z,saik0,g14,"sure would! not sure why ubuntu would come installed like that, I'm sure they have some reason. now to figure out a way to do this globally"
264212,11593.tsv,2005-04-12T11:37:00.000Z,g14,saik0,hdparm has a save option
264213,11593.tsv,2005-04-12T11:38:00.000Z,saik0,g14,found /etc/hdpram.conf also works
264214,11593.tsv,2005-04-12T11:38:00.000Z,g14,saik0,man hdparm will show you that the -k option will allow you to keep settings over reboot. Yep
275635,1446.tsv,2010-10-28T20:29:00.000Z,kpoorman,,Anyone know how to change what the system understands as the control key ?
275636,1446.tsv,2010-10-28T20:30:00.000Z,coz_,kpoorman,  I believe  xbindkeys
275637,1446.tsv,2010-10-28T20:30:00.000Z,kpoorman,coz_,so there's no system wide way to do it?
275638,1446.tsv,2010-10-28T20:30:00.000Z,coz_,kpoorman, well on gnome you can go to system/preferences/keyboard
275639,1446.tsv,2010-10-28T20:31:00.000Z,coz_,kpoorman,  then Layouts tab  and then click  'Options' button on the bottom
275640,1446.tsv,2010-10-28T20:31:00.000Z,kpoorman,coz_,thats what I'm using (gnome) but I can't find the setting
275641,1446.tsv,2010-10-28T20:31:00.000Z,coz_,kpoorman, look under  preferences/keyboard...layouts tab   Options button
275642,1446.tsv,2010-10-28T20:33:00.000Z,kpoorman,coz_,do I need to  log out / log in ?
275643,1446.tsv,2010-10-28T20:33:00.000Z,coz_,kpoorman,  no it should take effect immediately
275644,1446.tsv,2010-10-28T20:33:00.000Z,coz_,kpoorman,  but  if it doesnt  try the log out
275645,1446.tsv,2010-10-28T20:38:00.000Z,kpoorman,coz_,I've selected the option 'control is mapped to win keys (and the usual ctrl keys)' but cmd-t does not create a new tab in firefox
275646,1446.tsv,2010-10-28T20:39:00.000Z,coz_,kpoorman,mm  oh you want to be able to create a new tab in firefox?
275647,1446.tsv,2010-10-28T20:39:00.000Z,kpoorman,coz_,"well, as an example of the ctrl key being mapped to command"
275648,1446.tsv,2010-10-28T20:40:00.000Z,coz_,kpoorman, mm let me check 'Keyboard' under preferences
275649,1446.tsv,2010-10-28T20:42:00.000Z,coz_,kpoorman,  mm then I am not sure why that doesnt work
275650,1446.tsv,2010-10-28T20:45:00.000Z,kpoorman,coz_,does it work for you ?
275651,1446.tsv,2010-10-28T20:46:00.000Z,kpoorman,coz_,i'm using one of the aluminum keyboards
275652,1446.tsv,2010-10-28T20:46:00.000Z,coz_,kpoorman,  I didnt try it...where exactly is the setting under layouts
275653,1446.tsv,2010-10-28T20:46:00.000Z,kpoorman,coz_,keyboard model
275654,1446.tsv,2010-10-28T20:47:00.000Z,coz_,kpoorman,  I also use easystroke  for things like this    the command can be assigned to a stroke
277255,11267.tsv,2005-06-09T06:28:00.000Z,Peps,,I am trying to get my laptop connect to the internet via my desktop. They both run kubuntu but I had no success. Can someone help me?
277256,11267.tsv,2005-06-09T06:29:00.000Z,Peps,,My desktop is connected via a modem
277257,11267.tsv,2005-06-09T06:31:00.000Z,thoreauputic,Peps, install firestarter and tick the box for NAT ( internet sharing)
277258,11267.tsv,2005-06-09T06:33:00.000Z,thoreauputic,Peps,the companion program for guarddog is 'guidedog' which does the nat for you
277259,11267.tsv,2005-06-09T06:37:00.000Z,Peps,thoreauputic,Thanks for the tip
277260,11267.tsv,2005-06-16T12:40:00.000Z,thoreauputic,Peps,isn't that sort of like saying 'my girlfriend is almost pregnant ? ' *G*
277261,11267.tsv,2005-06-16T12:41:00.000Z,Peps,thoreauputic,not with you???? 
277262,11267.tsv,2005-06-16T12:42:00.000Z,thoreauputic,Peps,sorry that was for pepsi :)
277263,11267.tsv,2005-06-16T13:15:00.000Z,thoreauputic,Peps,scrap the Wincrap firewall and use something like Zone Alarm
277264,11267.tsv,2005-06-16T13:15:00.000Z,Peps,thoreauputic,It is the ububtu firewall!!
277265,11267.tsv,2005-06-16T13:16:00.000Z,thoreauputic,Peps,"no, on the Win box"
277266,11267.tsv,2005-06-16T13:16:00.000Z,Peps,thoreauputic,there is no firewall on the windows
277267,11267.tsv,2005-06-16T13:16:00.000Z,thoreauputic,Peps,ah i see - but Ubuntu doesn't come with a 'firewall' as such - which one did you disable?
277268,11267.tsv,2005-06-16T13:17:00.000Z,Peps,thoreauputic,i have guarddog
277269,11267.tsv,2005-06-16T13:18:00.000Z,thoreauputic,Peps,"ah OK - well guarddog is quite a nice iptables front end, so that's fine ;)"
277270,11267.tsv,2005-06-16T13:19:00.000Z,thoreauputic,Peps,I thought you were having issues with the XP firewall -m my mistake :)
277271,11267.tsv,2005-06-16T13:19:00.000Z,Peps,thoreauputic,np
277272,11267.tsv,2005-06-16T13:19:00.000Z,Peps,thoreauputic,still i have no idea how to fix this
277273,11267.tsv,2005-06-16T13:20:00.000Z,thoreauputic,Peps,guarddog has quite good help. i seem to recall - have you tried the guarddog web site?
277274,11267.tsv,2005-06-16T13:21:00.000Z,Peps,thoreauputic,phone call
283755,10785.tsv,2005-08-30T10:11:00.000Z,medamaybe,,"can anyone tell me why I have sound in the login screen in ubuntu, but not in the rest of gnome?"
283756,10785.tsv,2005-08-30T10:12:00.000Z,medamaybe,,I can't turn on the volume...the volume control thing is...lost
283757,10785.tsv,2005-08-30T10:12:00.000Z,medamaybe,,"and besides, I don't think it's a volume problem"
283758,10785.tsv,2005-08-30T10:12:00.000Z,Seveas,medamaybe,hit [alt] [f2]  and type gnome-volume-control
283759,10785.tsv,2005-08-30T10:13:00.000Z,medamaybe,Seveas,'No volume control elements and/or devices found.'  that's what it tells me
283760,10785.tsv,2005-08-30T10:13:00.000Z,Seveas,medamaybe,did you mess around with the sound before?
283761,10785.tsv,2005-08-30T10:30:00.000Z,Seveas,medamaybe,in a terminal type this:
283762,10785.tsv,2005-08-30T10:31:00.000Z,medamaybe,Seveas,there is no output :/
283763,10785.tsv,2005-08-30T10:32:00.000Z,Seveas,medamaybe,try this: pgrep -l esd
283764,10785.tsv,2005-08-30T10:33:00.000Z,Seveas,medamaybe,"in the same terminal, type: esd &"
283765,10785.tsv,2005-08-30T10:34:00.000Z,Seveas,medamaybe,why did you fool around with alsa things?
283766,10785.tsv,2005-08-30T10:35:00.000Z,Seveas,medamaybe,just as crappy
283767,10785.tsv,2005-08-30T10:41:00.000Z,Seveas,medamaybe,undo all the changes you made. Especially weird dmix things
283768,10785.tsv,2005-08-30T10:42:00.000Z,Seveas,medamaybe,surely you made backups before messing around with things you don't fully understand...
283769,10785.tsv,2005-08-30T10:43:00.000Z,Seveas,medamaybe,then reboot
283770,10785.tsv,2005-08-30T11:57:00.000Z,Seveas,medamaybe,the syntax uf sudo is incomprehensible
283771,10785.tsv,2005-08-30T12:00:00.000Z,Seveas,medamaybe,"neither did I, and I must have read it 5 times :)"
283772,10785.tsv,2005-08-30T12:00:00.000Z,Seveas,medamaybe,unfortunately yes
283773,10785.tsv,2005-08-30T12:45:00.000Z,Seveas,medamaybe,stop it.
283774,10785.tsv,2005-08-30T12:46:00.000Z,medamaybe,Seveas,?
331463,355.tsv,2011-06-18T05:20:00.000Z,qin,LekeFly,"To use sudo user must be member of admin group, groups <username>"
331464,355.tsv,2011-06-18T05:23:00.000Z,qin,LekeFly,"Did you created user, and is it Ubuntu?"
331465,355.tsv,2011-06-18T05:25:00.000Z,qin,LekeFly,Paste output of: cat /etc/passwd | grep 'bin/bash'
331466,355.tsv,2011-06-18T05:28:00.000Z,LekeFly,qin,http://pastebin.com/PHEWbZ5V
331467,355.tsv,2011-06-18T05:29:00.000Z,qin,LekeFly,and paste here output of: whoami
331468,355.tsv,2011-06-18T05:30:00.000Z,LekeFly,qin,iphonuab
